unix_timestamp,date_time,open,low,high,close,volume,sentiment_core__prob_positive_1,sentiment_core__prob_negative_1,sentiment_core__prob_neutral_1,sentiment_core__compound_score_1,sentiment_core__sentiment_confidence_1,market_psychology__fud_index_1,market_psychology__fomo_index_1,market_psychology__hype_index_1,topic_category_confidence__topic_regulation_1,topic_category_confidence__topic_institutional_1,topic_category_confidence__topic_security_breach_1,topic_category_confidence__topic_fed_macro_1,entity_targeted_sentiment__sent_bitcoin_1,entity_targeted_sentiment__sent_exchanges_1,entity_targeted_sentiment__sent_regulators_1,metadata__clickbait_score_1,metadata__has_price_prediction_1,sentiment_core__prob_positive_2,sentiment_core__prob_negative_2,sentiment_core__prob_neutral_2,sentiment_core__compound_score_2,sentiment_core__sentiment_confidence_2,market_psychology__fud_index_2,market_psychology__fomo_index_2,market_psychology__hype_index_2,topic_category_confidence__topic_regulation_2,topic_category_confidence__topic_institutional_2,topic_category_confidence__topic_security_breach_2,topic_category_confidence__topic_fed_macro_2,entity_targeted_sentiment__sent_bitcoin_2,entity_targeted_sentiment__sent_exchanges_2,entity_targeted_sentiment__sent_regulators_2,metadata__clickbait_score_2,metadata__has_price_prediction_2
1523098800,2018-04-07 11:00:00+00:00,6864.71,6838.48,6875.58,6866.01,148.41841061,0.3,0.4,0.3,-0.1,0.7,0.3,0.2,0.2,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.4,0.0,0.3,0.2,0.5,0.1,0.6,0.2,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.8,0.0
1523102400,2018-04-07 12:00:00+00:00,6866.02,6860.1,6924.52,6875.02,392.95598718,0.4,0.2,0.4,0.2,0.6,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.4,0.2,0.4,0.2,0.6,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523106000,2018-04-07 13:00:00+00:00,6876.73,6820.0,6876.73,6857.6,285.87419536,0.4,0.2,0.4,0.2,0.6,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.4,0.2,0.4,0.2,0.6,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523109600,2018-04-07 14:00:00+00:00,6858.29,6843.91,6880.0,6864.3,51.85438518,0.3,0.2,0.5,0.1,0.6,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.2,0.6,0.2,-0.3,0.7,0.7,0.1,0.2,0.1,0.3,0.1,0.2,0.1,0.1,0.2,0.4,0.0
1523113200,2018-04-07 15:00:00+00:00,6869.2,6847.63,6876.0,6866.52,181.64952065,0.7,0.1,0.2,0.6,0.8,0.1,0.2,0.3,0.1,0.4,0.1,0.2,0.1,0.1,0.1,0.2,0.0,0.6,0.2,0.2,0.4,0.7,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0
1523116800,2018-04-07 16:00:00+00:00,6861.28,6856.08,6888.88,6872.99,156.93125560000001,0.3,0.4,0.3,-0.1,0.7,0.4,0.2,0.3,0.2,0.5,0.1,0.8,0.3,0.2,0.4,0.3,0.0,0.3,0.4,0.3,-0.1,0.7,0.4,0.2,0.3,0.2,0.5,0.1,0.8,0.3,0.2,0.4,0.3,0.0
1523120400,2018-04-07 17:00:00+00:00,6876.99,6761.43,6880.0,6842.13,385.3486316,0.3,0.4,0.3,-0.1,0.7,0.4,0.2,0.3,0.2,0.5,0.1,0.8,0.3,0.2,0.4,0.3,0.0,0.3,0.4,0.3,-0.1,0.7,0.4,0.2,0.3,0.2,0.5,0.1,0.8,0.3,0.2,0.4,0.3,0.0
1523124000,2018-04-07 18:00:00+00:00,6853.3,6845.06,6869.99,6863.58,185.60419202,0.2,0.7,0.1,-0.5,0.8,0.8,0.2,0.3,0.1,0.2,0.1,0.4,0.1,0.1,0.1,0.3,0.0,0.3,0.2,0.5,0.1,0.6,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523127600,2018-04-07 19:00:00+00:00,6863.58,6850.25,7029.12,7004.3,1326.4634909,0.3,0.5,0.2,-0.2,0.7,0.6,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.3,0.4,0.3,-0.1,0.7,0.6,0.2,0.3,0.8,0.4,0.1,0.5,0.2,0.3,0.7,0.4,0.0
1523131200,2018-04-07 20:00:00+00:00,7004.3,6995.0,7069.13,7030.59,436.47466556,0.3,0.2,0.5,0.1,0.6,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.8,0.1,0.1,0.7,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.0
1523134800,2018-04-07 21:00:00+00:00,7029.43,6981.42,7033.5,7005.2,271.89762791,0.3,0.2,0.5,0.1,0.6,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.8,0.1,0.1,0.7,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.0
1523138400,2018-04-07 22:00:00+00:00,7004.85,6966.0,7029.03,6996.38,323.49087114,0.3,0.2,0.5,0.1,0.6,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.8,0.1,0.1,0.7,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.0
1523142000,2018-04-07 23:00:00+00:00,6996.38,6970.45,7000.85,6996.97,108.27238468,0.3,0.2,0.5,0.1,0.6,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.8,0.1,0.1,0.7,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.0
1523145600,2018-04-08 00:00:00+00:00,6995.6,6978.53,7019.5,7002.9,117.55847418,0.3,0.2,0.5,0.1,0.6,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.8,0.1,0.1,0.7,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.0
1523149200,2018-04-08 01:00:00+00:00,7003.85,6965.0,7010.96,6972.19,90.90288888,0.3,0.2,0.5,0.1,0.6,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.8,0.1,0.1,0.7,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.0
1523152800,2018-04-08 02:00:00+00:00,6981.3,6916.33,6990.14,6936.79,236.42648197,0.3,0.2,0.5,0.1,0.6,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.8,0.1,0.1,0.7,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.0
1523156400,2018-04-08 03:00:00+00:00,6939.66,6863.0,6943.93,6904.9,311.77844209,0.3,0.4,0.3,-0.1,0.6,0.4,0.2,0.2,0.1,0.2,0.1,0.5,0.2,0.2,0.1,0.3,0.0,0.3,0.4,0.3,-0.1,0.6,0.4,0.2,0.2,0.1,0.2,0.1,0.5,0.2,0.2,0.1,0.3,0.0
1523160000,2018-04-08 04:00:00+00:00,6904.21,6901.0,7012.04,6968.39,246.31763652,0.4,0.3,0.3,0.1,0.6,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.0,0.4,0.3,0.3,0.1,0.6,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.0
1523163600,2018-04-08 05:00:00+00:00,6969.07,6906.15,6994.78,6948.41,134.62413927,0.6,0.2,0.2,0.4,0.8,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.3,0.0
1523167200,2018-04-08 06:00:00+00:00,6948.17,6915.01,6979.23,6949.98,152.32032848,0.6,0.2,0.2,0.4,0.8,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.3,0.0
1523170800,2018-04-08 07:00:00+00:00,6949.25,6927.6,6977.37,6964.61,74.27440042,0.2,0.7,0.1,-0.5,0.8,0.8,0.2,0.3,0.2,0.3,0.1,0.2,-0.6,0.1,0.2,0.8,0.0,0.2,0.7,0.1,-0.5,0.8,0.8,0.2,0.3,0.2,0.3,0.1,0.2,-0.6,0.1,0.2,0.8,0.0
1523174400,2018-04-08 08:00:00+00:00,6964.61,6952.47,6998.87,6972.88,87.03046882,0.2,0.3,0.5,-0.1,0.6,0.4,0.1,0.2,0.1,0.2,0.1,0.3,0.1,0.1,0.2,0.2,0.0,0.2,0.3,0.5,-0.1,0.6,0.4,0.1,0.2,0.1,0.2,0.1,0.3,0.1,0.1,0.2,0.2,0.0
1523178000,2018-04-08 09:00:00+00:00,6973.58,6912.04,7010.0,6943.31,222.75396996,0.2,0.3,0.5,-0.1,0.6,0.4,0.1,0.2,0.1,0.2,0.1,0.3,0.1,0.1,0.2,0.2,0.0,0.2,0.3,0.5,-0.1,0.6,0.4,0.1,0.2,0.1,0.2,0.1,0.3,0.1,0.1,0.2,0.2,0.0
1523181600,2018-04-08 10:00:00+00:00,6943.31,6894.8,6952.4,6920.0,135.1024413,0.6,0.1,0.3,0.5,0.8,0.1,0.4,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.0,0.3,0.6,0.1,-0.3,0.8,0.7,0.2,0.3,0.9,0.2,0.1,0.1,0.4,0.5,-0.6,0.4,0.0
1523185200,2018-04-08 11:00:00+00:00,6917.23,6913.87,6958.9,6934.6,55.05406718,0.4,0.2,0.4,0.1,0.6,0.1,0.2,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.2,0.2,0.0,0.2,0.7,0.1,-0.5,0.8,0.8,0.2,0.3,0.9,0.4,0.1,0.1,-0.6,-0.3,0.2,0.8,0.0
1523188800,2018-04-08 12:00:00+00:00,6935.31,6930.88,6973.92,6967.7,121.51968639,0.3,0.2,0.5,0.1,0.7,0.2,0.1,0.1,0.8,0.2,0.1,0.1,0.1,0.1,0.6,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.2,0.3,0.9,0.8,0.1,0.4,0.1,0.1,0.3,0.3,0.0
1523192400,2018-04-08 13:00:00+00:00,6967.52,6955.0,7032.42,6992.6,249.02737276,0.2,0.6,0.2,-0.3,0.7,0.7,0.1,0.2,0.8,0.3,0.1,0.2,0.1,0.1,0.6,0.5,0.0,0.3,0.2,0.5,0.1,0.6,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523196000,2018-04-08 14:00:00+00:00,6982.54,6974.11,7001.9,6985.78,103.31179734,0.3,0.2,0.5,0.1,0.6,0.2,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523199600,2018-04-08 15:00:00+00:00,6985.8,6972.0,7100.0,7088.42,365.20217074,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.2,0.1,0.4,0.1,0.2,0.2,0.1,0.1,0.3,0.0,0.3,0.2,0.5,0.1,0.6,0.1,0.2,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.0
1523203200,2018-04-08 16:00:00+00:00,7100.0,7059.11,7104.52,7082.8,399.07840231,0.7,0.1,0.2,0.6,0.8,0.1,0.4,0.5,0.2,0.8,0.1,0.2,0.7,0.3,0.2,0.3,0.0,0.4,0.2,0.4,0.1,0.6,0.1,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.0
1523206800,2018-04-08 17:00:00+00:00,7082.85,7046.75,7095.69,7059.71,108.44320304,0.7,0.1,0.2,0.6,0.8,0.1,0.4,0.5,0.2,0.8,0.1,0.2,0.7,0.3,0.2,0.3,0.0,0.4,0.2,0.4,0.1,0.6,0.1,0.1,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.0
1523210400,2018-04-08 18:00:00+00:00,7059.43,7020.0,7077.0,7020.0,453.51924505,0.3,0.4,0.3,-0.1,0.7,0.6,0.2,0.3,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.4,0.0,0.3,0.4,0.3,-0.1,0.7,0.6,0.2,0.3,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.4,0.0
1523214000,2018-04-08 19:00:00+00:00,7025.0,7019.0,7063.01,7045.91,161.16182573,0.4,0.2,0.4,0.2,0.6,0.1,0.2,0.3,0.1,0.4,0.1,0.2,0.1,0.1,0.1,0.2,0.0,0.2,0.3,0.5,-0.1,0.7,0.3,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.0
1523217600,2018-04-08 20:00:00+00:00,7042.72,6981.42,7044.44,6990.0,278.69229028,0.1,0.8,0.1,-0.6,0.8,0.8,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.6,0.2,0.2,0.4,0.7,0.1,0.8,0.9,0.2,0.7,0.1,0.1,0.8,0.3,0.2,0.8,0.0
1523221200,2018-04-08 21:00:00+00:00,6983.95,6946.64,7004.07,6992.28,144.6990264,0.1,0.8,0.1,-0.6,0.8,0.8,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.6,0.2,0.2,0.4,0.7,0.1,0.8,0.9,0.2,0.7,0.1,0.1,0.8,0.3,0.2,0.8,0.0
1523224800,2018-04-08 22:00:00+00:00,7000.9,6955.0,7016.24,6989.69,121.1133137,0.6,0.2,0.2,0.4,0.7,0.2,0.3,0.2,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.6,0.0,0.6,0.2,0.2,0.4,0.7,0.2,0.3,0.2,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.6,0.0
1523228400,2018-04-08 23:00:00+00:00,6989.69,6975.0,7006.7,6990.0,153.81996598,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523232000,2018-04-09 00:00:00+00:00,6991.31,6950.82,6991.31,6953.82,267.60646108,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523235600,2018-04-09 01:00:00+00:00,6952.82,6952.82,7006.98,7005.12,65.86009035000001,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523239200,2018-04-09 02:00:00+00:00,7005.12,7001.29,7051.5,7033.12,164.13241234,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523242800,2018-04-09 03:00:00+00:00,7033.12,6985.82,7033.12,7027.26,88.03322658,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523246400,2018-04-09 04:00:00+00:00,7027.26,7016.14,7097.44,7057.22,251.15374829,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523250000,2018-04-09 05:00:00+00:00,7051.62,7051.62,7135.0,7111.03,254.60743681,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523253600,2018-04-09 06:00:00+00:00,7112.81,7105.6,7157.93,7110.75,291.51383986999997,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.6,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523257200,2018-04-09 07:00:00+00:00,7110.04,7058.05,7133.23,7127.34,185.86520033,0.3,0.4,0.3,-0.1,0.7,0.6,0.2,0.3,0.2,0.1,0.1,0.8,0.2,0.1,0.2,0.4,0.0,0.3,0.4,0.3,-0.1,0.7,0.6,0.2,0.3,0.2,0.1,0.1,0.8,0.2,0.1,0.2,0.4,0.0
1523260800,2018-04-09 08:00:00+00:00,7127.85,7100.01,7147.0,7133.0,169.49682076,0.3,0.4,0.3,-0.1,0.7,0.6,0.2,0.3,0.2,0.1,0.1,0.8,0.2,0.1,0.2,0.4,0.0,0.3,0.4,0.3,-0.1,0.7,0.6,0.2,0.3,0.2,0.1,0.1,0.8,0.2,0.1,0.2,0.4,0.0
1523264400,2018-04-09 09:00:00+00:00,7130.01,7094.17,7141.13,7101.17,115.27269228,0.4,0.2,0.4,0.1,0.6,0.2,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.1,0.4,0.0,0.4,0.2,0.4,0.1,0.6,0.2,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.1,0.4,0.0
1523268000,2018-04-09 10:00:00+00:00,7105.78,7085.0,7131.99,7119.0,216.59267592,0.3,0.2,0.5,0.1,0.6,0.2,0.1,0.3,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.7,0.0,0.7,0.2,0.1,0.6,0.8,0.2,0.7,0.6,0.1,0.2,0.1,0.1,0.8,0.1,0.1,0.5,1.0
1523271600,2018-04-09 11:00:00+00:00,7122.39,7105.53,7141.7,7124.4,152.67907222,0.3,0.2,0.5,0.1,0.7,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.3,0.2,0.5,0.1,0.6,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523275200,2018-04-09 12:00:00+00:00,7125.55,7120.33,7169.0,7164.99,328.6517215,0.6,0.1,0.3,0.4,0.7,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.0,0.3,0.1,0.6,0.2,0.7,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0
1523278800,2018-04-09 13:00:00+00:00,7164.99,7078.0,7175.83,7080.0,434.8958788,0.2,0.7,0.1,-0.5,0.8,0.8,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.3,0.2,0.5,0.1,0.6,0.2,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.0
