open,high,low,close,volume
110.28563,110.48375,109.89808,110.04902,532141.7
110.04902,110.19427,109.60612,109.69877,402965.03
109.69877,109.86643,109.37182,109.485886,776301.8
109.485886,109.63897,109.338776,109.55925,398632.9
109.55925,109.6665,109.47949,109.50917,486199.75
109.50917,110.00243,109.411934,109.815475,398248.03
109.815475,110.454155,109.77924,110.36088,265971.84
110.36088,110.52204,109.86964,110.0159,404745.03
110.0159,110.12674,109.642586,109.76737,536525.8
109.76737,109.824974,109.17978,109.25473,507802.4
109.25473,110.17996,109.2228,110.06125,386603.0
110.06125,110.26835,109.88403,110.212006,271493.78
110.212006,110.44943,110.13902,110.42985,510374.9
110.42985,110.48893,109.89328,109.95881,473287.2
109.95881,110.044685,109.92298,109.993286,535412.6
109.993286,110.29932,109.877785,110.218285,380230.2
110.218285,110.39462,110.0878,110.15422,261327.86
110.15422,110.7157,109.98084,110.62463,524101.1
110.62463,111.80244,110.476555,111.62246,455102.3
111.62246,111.74863,111.238525,111.26022,696623.94
111.26022,111.28236,110.747055,110.87279,457441.28
110.87279,110.92863,110.48152,110.545204,448470.53
110.545204,111.43029,110.52199,111.237724,509422.12
111.237724,111.84601,111.100044,111.71062,383402.56
111.71062,111.905174,111.63071,111.68977,373261.7
111.68977,111.818924,111.50141,111.74039,438548.97
111.74039,111.895294,111.308914,111.43667,343952.2
111.43667,112.00032,111.37768,111.83707,417655.97
111.83707,112.038994,111.51344,111.71578,804595.9
111.71578,111.73951,111.52458,111.645195,607968.25
111.645195,112.12541,111.59438,111.92955,488517.44
111.92955,112.026405,111.763596,111.884605,742070.4
111.884605,112.06517,111.61726,111.8208,359340.97
111.8208,111.98372,111.720436,111.86072,957977.56
111.86072,112.352295,111.760796,112.22602,392512.47
112.22602,113.05787,112.1161,112.966896,845078.0
112.966896,113.43011,112.892426,113.25079,830920.0
113.25079,113.69626,113.19917,113.62506,267181.62
113.62506,113.73812,113.44868,113.57792,693142.06
113.57792,113.70204,113.13798,113.32344,404644.1
113.32344,113.8024,113.161156,113.63836,385995.03
113.63836,113.85719,113.59906,113.74662,528463.75
113.74662,113.89788,113.08253,113.17989,336127.5
113.17989,113.29178,113.05729,113.0791,521536.94
113.0791,113.22353,113.001526,113.080894,334157.8
113.080894,113.22983,112.754005,112.9018,478714.9
112.9018,113.71932,112.825806,113.56304,677583.25
113.56304,113.976364,113.38388,113.80009,503856.25
113.80009,114.55773,113.685814,114.430466,414560.38
114.430466,114.64295,114.276146,114.58267,550294.75
114.58267,114.81005,114.38719,114.6546,304327.2
114.6546,114.691666,114.12596,114.281784,361404.38
114.281784,114.387184,114.08638,114.323204,403340.4
114.323204,114.54442,114.14096,114.36526,594382.25
114.36526,114.472694,113.67262,113.80537,525772.5
113.80537,113.92283,113.53188,113.61048,538437.9
113.61048,113.82789,113.42351,113.504425,467621.62
113.504425,113.79194,113.30861,113.72307,373688.8
113.72307,113.98591,113.69074,113.96026,728603.1
113.96026,114.00385,113.53766,113.74351,377482.16
113.74351,114.07035,113.6525,113.99632,560474.2
113.99632,114.19502,113.73481,113.93648,544983.5
113.93648,114.14197,112.403336,112.504265,651652.8
112.504265,112.658134,112.053604,112.29522,456232.12
112.29522,113.00037,112.25958,112.911476,798050.44
112.911476,113.06096,111.95882,112.0677,856153.8
112.0677,112.1904,111.84144,112.161224,751842.75
112.161224,113.17697,112.07414,112.996376,571988.4
112.996376,113.15867,112.56835,112.65461,470308.84
112.65461,112.72036,112.434784,112.69142,1219506.1
112.69142,112.893486,111.893906,112.097855,388356.66
112.097855,113.08816,112.05195,112.90172,665729.4
112.90172,112.98921,112.7547,112.898926,552687.1
112.898926,113.11242,112.829056,112.95642,491417.4
112.95642,113.80041,112.88586,113.64533,547883.8
113.64533,114.05066,113.49005,113.99614,436799.06
113.99614,114.05999,113.57561,113.62474,566155.25
113.62474,113.79773,113.22169,113.347885,570496.0
113.347885,113.84021,113.26995,113.6178,1132464.9
113.6178,113.76388,113.154816,113.35943,698021.56
113.35943,113.501045,112.28024,112.41793,581396.25
112.41793,112.58697,112.349915,112.42895,596606.44
112.42895,112.54377,111.56724,111.78194,870014.7
111.78194,112.589966,111.5906,112.55587,370735.12
112.55587,112.790245,112.47292,112.67825,501684.6
112.67825,112.899124,112.04215,112.27546,296026.72
112.27546,112.473,111.89523,111.976715,614713.94
111.976715,112.19867,111.0326,111.11823,666266.94
111.11823,111.173935,110.53444,110.63889,381337.84
110.63889,111.268425,110.58202,111.14066,775533.3
111.14066,112.32905,110.978806,112.18661,398059.7
112.18661,112.611336,112.052475,112.546715,436844.1
112.546715,112.60892,112.34124,112.54167,496862.25
112.54167,112.71723,112.31973,112.388824,762626.7
112.388824,112.54055,111.95888,112.013214,360762.12
112.013214,113.09886,111.92122,112.94911,516437.25
112.94911,113.02495,112.84927,112.90085,606418.3
112.90085,113.9897,112.69257,113.866936,560066.94
113.866936,114.56806,113.69695,114.540375,584766.44
114.540375,114.5892,113.61301,113.79559,601485.25
113.79559,113.92003,113.36991,113.5394,398172.2
113.5394,113.62117,113.218185,113.28681,768610.25
113.28681,113.50038,113.23709,113.287735,456341.62
113.287735,113.41089,113.18268,113.297646,431583.8
113.297646,114.65735,113.11716,114.61954,687134.5
114.61954,114.64483,114.10102,114.1873,383262.1
114.1873,114.48352,114.16401,114.32186,503759.16
114.32186,114.68841,114.16803,114.631874,380215.25
114.631874,114.726425,114.57064,114.66759,989320.94
114.66759,114.85978,114.537025,114.75291,941982.25
114.75291,114.82941,114.29111,114.3167,465323.0
114.3167,114.556076,114.18624,114.402824,582343.06
114.402824,114.818924,114.292435,114.688065,518268.12
114.688065,114.92857,114.47542,114.88077,455873.34
114.88077,115.374306,114.7051,115.18487,515037.3
115.18487,116.019226,115.15306,115.9024,501912.4
115.9024,116.55295,115.70582,116.39471,322996.3
116.39471,116.49131,116.19799,116.46622,548549.94
116.46622,116.62501,115.777695,115.94371,494059.5
115.94371,116.02669,115.48129,115.69996,539929.44
115.69996,115.82473,115.44781,115.63613,470984.44
115.63613,115.8692,115.56937,115.786385,425010.97
115.786385,116.0074,115.51295,115.61112,606575.2
115.61112,115.68086,115.13066,115.22438,560286.4
115.22438,115.42889,114.61214,114.73465,713165.9
114.73465,114.93766,113.84047,114.04928,539826.44
114.04928,114.16052,113.824524,113.97635,467583.97
113.97635,114.06134,113.25926,113.345604,585032.56
113.345604,113.445366,112.71903,112.93163,267208.75
112.93163,113.1564,112.62326,112.78878,920167.44
112.78878,112.93714,112.146324,112.2226,529602.5
112.2226,112.556885,112.02025,112.42622,923599.0
112.42622,112.81924,112.33561,112.78988,369134.66
112.78988,112.984665,112.45069,112.57787,348580.38
112.57787,112.616646,112.3033,112.420555,533675.44
112.420555,112.72178,112.21769,112.69071,526237.7
112.69071,112.76545,112.34679,112.41957,514754.25
112.41957,112.53345,112.03219,112.11818,493906.5
112.11818,112.857994,111.970474,112.664314,382925.5
112.664314,113.26428,112.468414,113.08667,302092.8
113.08667,113.44213,113.04286,113.38212,505138.0
113.38212,113.91014,113.32009,113.816414,313943.2
113.816414,113.986855,112.81412,113.01521,300830.25
113.01521,113.73668,112.84873,113.61645,400349.6
113.61645,113.867966,113.53141,113.81475,504222.06
113.81475,114.370995,113.726425,114.27505,813475.0
114.27505,114.610016,114.166626,114.47215,593300.75
114.47215,114.729294,114.32696,114.52862,672314.75
114.52862,114.687325,114.301476,114.439384,590398.0
114.439384,114.67929,114.248116,114.651794,569169.4
114.651794,114.82683,114.50425,114.53966,1073741.5
114.53966,115.05834,114.34427,114.98201,333788.8
114.98201,115.19191,114.224236,114.26048,448460.5
114.26048,114.36504,113.83359,114.04275,452500.72
114.04275,115.08824,114.0108,115.02339,642059.75
115.02339,115.145424,114.71675,114.76699,369711.66
114.76699,114.84331,114.63231,114.692955,617755.8
114.692955,114.764404,114.25742,114.32603,578321.2
114.32603,114.677345,114.21325,114.526596,664421.44
114.526596,114.715775,114.046425,114.21105,646049.7
114.21105,114.41447,113.94292,114.15863,808366.25
114.15863,114.70266,114.02421,114.59465,494068.62
114.59465,114.632225,114.167854,114.30344,584839.44
114.30344,114.8254,114.21459,114.70214,391857.4
114.70214,115.25175,114.50536,115.133705,381278.2
115.133705,115.758835,115.08467,115.69034,883246.8
115.69034,116.04008,115.59264,115.80113,434568.3
115.80113,117.83565,115.75141,117.572365,676956.0
117.572365,118.21815,117.49362,118.17852,653511.8
118.17852,118.62907,118.00187,118.39903,824921.94
118.39903,118.61638,117.811005,117.878784,399185.4
117.878784,117.98473,117.79467,117.85487,853104.3
117.85487,118.977,117.59654,118.76966,622216.5
118.76966,119.90159,118.70781,119.836365,513205.2
119.836365,120.84876,119.635056,120.79783,586391.2
120.79783,121.632996,120.668724,121.32373,852482.7
121.32373,121.52668,120.33482,120.60675,754296.1
120.60675,121.029305,120.38973,120.93246,572502.06
120.93246,121.0778,120.21431,120.25823,411882.97
120.25823,120.524605,119.21828,119.469284,410001.0
119.469284,119.76994,119.34187,119.636314,689183.4
119.636314,120.2103,119.53561,119.96076,379353.3
119.96076,120.719345,119.77227,120.48269,523627.6
120.48269,120.88941,120.2872,120.7818,1183941.1
120.7818,121.28034,120.68608,121.093414,594157.25
121.093414,121.2692,120.529205,120.63423,636212.9
120.63423,120.83106,120.56084,120.62049,364055.53
120.62049,120.726906,119.757484,119.913734,346383.78
119.913734,119.949234,118.757645,118.987946,622760.56
118.987946,119.43529,118.87606,119.375275,443070.66
119.375275,119.52723,118.83347,119.0641,673264.9
119.0641,119.68172,119.00523,119.499626,485796.16
119.499626,120.22018,119.31422,120.04215,1345323.4
120.04215,120.18287,119.591705,119.801765,396320.53
119.801765,120.14064,119.64255,120.10152,505834.88
120.10152,120.129,119.77841,119.825485,380104.38
119.825485,120.02213,118.86794,118.9636,698374.4
118.9636,119.20226,118.921326,119.060265,574765.1
119.060265,119.251015,118.723,118.87489,374688.6
118.87489,118.933624,118.465576,118.70307,457368.9
118.70307,119.80657,118.59806,119.69357,766348.5
119.69357,119.914,118.949776,119.00807,725737.5
119.00807,119.283966,118.928406,119.22455,321650.4
119.22455,119.262375,118.629974,118.77884,445706.56
118.77884,119.423965,118.6308,119.25686,882749.94
119.25686,119.58951,119.183525,119.4375,478422.16
119.4375,119.88903,119.25078,119.658264,534550.8
119.658264,119.87585,119.205536,119.24797,678220.56
119.24797,119.42822,118.77653,118.92989,328504.25
118.92989,119.4184,118.81969,119.39156,363165.94
119.39156,120.35269,119.34316,120.231705,430582.1
120.231705,120.68858,120.08149,120.48521,670891.1
120.48521,120.5938,119.97059,120.12644,626597.56
120.12644,120.523476,120.01829,120.31253,565436.0
120.31253,121.605095,120.12835,121.44893,450440.78
121.44893,121.58941,121.30793,121.539246,732417.4
121.539246,122.443275,121.450806,122.30415,488487.25
122.30415,122.481544,121.74815,121.98165,596367.5
121.98165,122.03826,121.754196,122.00021,647981.06
122.00021,122.42886,121.95631,122.3318,807755.6
122.3318,122.75171,122.096725,122.5672,498461.62
122.5672,122.62591,122.04015,122.23372,446810.47
122.23372,122.338104,121.81506,121.86439,764503.06
121.86439,122.60169,121.71788,122.4147,802676.44
122.4147,123.275536,122.38085,123.068954,448584.03
123.068954,124.022835,122.909096,123.8781,371523.75
123.8781,125.06568,123.64301,124.82343,730608.4
124.82343,125.16712,124.7144,124.93116,310589.94
124.93116,125.06192,124.67766,124.81617,300537.03
124.81617,125.601036,124.73932,125.5391,467814.72
125.5391,126.13648,125.392166,125.936646,500976.03
125.936646,126.01997,125.24983,125.46395,367843.38
125.46395,125.68901,124.88619,124.96288,543975.56
124.96288,125.41679,124.80947,125.25523,541564.9
125.25523,125.37676,125.08825,125.20024,450045.6
125.20024,125.38364,124.9976,125.226135,938657.6
125.226135,125.9768,125.03576,125.825325,575654.06
125.825325,126.49482,125.63851,126.255066,696083.8
126.255066,127.041725,126.14417,126.96748,314151.2
126.96748,127.20243,125.881424,126.04085,310537.0
126.04085,126.23959,125.86954,126.207535,554072.6
126.207535,126.79959,126.0276,126.59895,850013.56
126.59895,126.832344,125.718605,125.87312,357542.28
125.87312,125.984825,125.37584,125.59159,496364.12
125.59159,125.632645,125.13577,125.21575,331593.66
125.21575,125.46839,125.17891,125.26616,384612.25
125.26616,126.368256,125.01775,126.14598,529740.0
126.14598,127.33185,126.10633,127.22774,427064.1
127.22774,127.37857,126.59315,126.8353,344433.2
126.8353,127.36495,126.66629,127.14934,334744.7
127.14934,127.55481,126.90637,127.4831,285202.5
127.4831,127.89713,127.32564,127.724434,570505.1
127.724434,128.10736,127.501335,127.97744,606786.0
127.97744,128.24567,127.78043,128.17798,597919.75
128.17798,129.32407,128.02878,129.10144,376982.25
129.10144,129.82657,128.98929,129.72305,670172.75
129.72305,129.96645,129.19038,129.21681,600403.8
129.21681,129.83315,129.13194,129.67316,492099.25
129.67316,130.32324,129.42569,130.17702,463640.53
130.17702,130.50237,130.08818,130.37935,393268.7
130.37935,131.12569,130.17891,131.00624,510798.62
131.00624,131.35913,130.86319,131.14441,774872.8
131.14441,131.49556,131.03926,131.29774,727489.5
131.29774,131.62321,131.02696,131.40565,468971.84
131.40565,131.53374,130.33434,130.37209,582635.9
130.37209,130.45956,130.20874,130.37152,350332.97
130.37152,130.41954,129.91455,130.0531,626853.5
130.0531,130.28133,129.37018,129.41817,416966.0
129.41817,130.39635,129.33641,130.26315,646738.2
130.26315,130.73859,130.06268,130.58379,1260336.4
130.58379,130.7571,130.52754,130.60826,447834.4
130.60826,130.75003,130.08394,130.32188,1302087.6
130.32188,130.7344,130.13412,130.5313,613730.7
130.5313,131.31479,130.47765,131.13174,419120.25
131.13174,131.40257,130.6154,130.71457,406497.44
130.71457,130.8152,130.65324,130.75343,1039730.25
130.75343,131.44318,130.52864,131.27315,593664.4
131.27315,131.31554,130.11703,130.27246,423057.47
130.27246,130.501,130.24551,130.28355,462448.28
130.28355,130.45258,129.95163,130.10338,549296.5
130.10338,130.22815,129.93858,130.07591,479871.84
130.07591,130.28336,129.69315,129.86418,524301.94
129.86418,130.10002,129.83162,129.97366,791381.0
129.97366,131.03587,129.94136,130.96063,327146.0
130.96063,131.0909,130.73892,130.8416,559686.3
130.8416,131.0698,130.662,131.02887,454562.66
131.02887,132.2813,130.85666,132.0561,393832.03
132.0561,132.24948,131.72832,131.81757,649240.3
131.81757,132.98236,131.74298,132.78224,301941.6
132.78224,133.05293,132.60034,132.82712,229544.75
132.82712,133.97107,132.79593,133.76598,491765.88
133.76598,134.31131,133.61432,134.18764,440778.34
134.18764,134.43513,134.06755,134.3835,301587.03
134.3835,134.50389,134.30315,134.3927,276672.47
134.3927,134.63243,133.97305,134.11757,824347.06
134.11757,134.44124,134.04251,134.19868,530192.25
134.19868,134.89432,134.04555,134.6943,459952.47
134.6943,134.8081,134.6298,134.72984,962755.9
134.72984,134.80415,134.47597,134.60153,663929.06
134.60153,134.85666,134.34091,134.50082,880252.25
134.50082,135.19598,134.46303,135.12871,373817.3
135.12871,136.06546,134.94058,135.88326,362301.72
135.88326,136.00858,135.32707,135.54713,613846.8
135.54713,135.654,134.9308,135.2062,585001.6
135.2062,135.68294,135.12279,135.47319,773158.25
135.47319,136.71832,135.38748,136.42934,328286.38
136.42934,137.42813,136.31406,137.18048,679014.25
137.18048,137.34476,136.18661,136.46074,730205.25
136.46074,136.60852,136.20833,136.34694,703448.8
136.34694,136.61455,135.73985,135.84792,461543.44
135.84792,136.02443,135.52074,135.73885,596162.4
135.73885,136.87395,135.69998,136.71445,411704.62
136.71445,136.93968,135.67764,135.8637,514370.3
135.8637,135.95924,134.77013,134.92307,399733.06
134.92307,134.9697,134.27979,134.47546,426202.97
134.47546,134.9368,134.25603,134.68466,487818.1
134.68466,135.2687,134.57237,135.08319,446572.53
135.08319,135.44171,134.89442,135.37187,402959.5
135.37187,136.1746,135.21259,136.07152,339350.22
136.07152,136.34348,135.08994,135.15007,884866.44
135.15007,136.01497,134.90984,135.83366,417003.3
135.83366,136.01382,135.50107,135.70961,530436.2
135.70961,136.18167,135.46515,136.13815,278520.97
136.13815,136.39052,135.30241,135.49577,698038.25
135.49577,135.77437,135.41318,135.54135,487340.9
135.54135,135.85605,135.41719,135.70483,400664.03
135.70483,136.42943,135.5916,136.33337,398015.78
136.33337,136.51588,135.55115,135.5841,581245.4
135.5841,135.85155,135.46858,135.6423,182275.9
135.6423,135.84142,135.05008,135.15106,345815.97
135.15106,135.71574,135.12396,135.45888,455116.94
135.45888,136.09737,135.22888,135.91722,461172.3
135.91722,136.77657,135.85422,136.66914,1043222.6
136.66914,136.83345,136.2273,136.39207,482789.1
136.39207,137.23013,136.15451,136.98311,708315.9
136.98311,137.92464,136.7948,137.82497,895324.8
137.82497,137.91373,136.85312,136.92532,622338.4
136.92532,137.52374,136.74146,137.3124,407132.72
137.3124,138.03923,137.09198,137.89767,340195.2
137.89767,138.13756,137.54326,137.79283,634719.1
137.79283,137.85725,137.04948,137.15767,813622.1
137.15767,137.85342,137.12056,137.73862,594792.44
137.73862,137.83401,136.93309,137.11317,715711.75
137.11317,137.31462,136.97415,137.05801,1069740.1
137.05801,137.29364,136.83871,137.0796,624161.6
137.0796,137.668,136.88025,137.5246,357699.72
137.5246,137.67293,136.99586,137.218,503160.75
137.218,137.27803,136.62082,136.88644,734451.9
136.88644,137.1829,136.71613,136.98375,449256.44
136.98375,137.8809,136.725,137.59846,790945.7
137.59846,139.20638,137.4024,138.97258,502004.2
138.97258,139.05882,138.07956,138.1547,555571.6
138.1547,138.56752,137.92091,138.37868,452819.3
138.37868,138.48141,137.61009,137.81288,519114.28
137.81288,138.45232,137.54384,138.41725,517104.56
138.41725,138.49287,137.82825,137.92006,313652.94
137.92006,137.97517,137.46332,137.5776,443328.28
137.5776,137.6555,137.05322,137.28935,344781.03
137.28935,137.51689,137.24594,137.29068,435283.34
137.29068,137.61557,137.10434,137.51427,388820.75
137.51427,138.04063,137.35391,137.82484,661228.75
137.82484,138.12497,137.75633,137.86546,653361.3
137.86546,138.03035,137.13373,137.19986,558760.25
137.19986,137.76675,136.98253,137.6256,318152.4
137.6256,137.84293,137.59604,137.6418,445892.72
137.6418,138.35176,137.43747,138.30194,312631.5
138.30194,138.42921,137.77646,137.9751,441848.22
137.9751,138.12271,136.97658,137.1596,576516.75
137.1596,137.41286,137.03365,137.18486,642949.3
137.18486,138.1382,137.15164,137.91655,541740.5
137.91655,138.27873,137.69604,138.04678,691466.9
138.04678,138.23961,137.92844,137.98486,505196.56
137.98486,138.13531,137.48415,137.57576,428807.47
137.57576,138.74265,137.33156,138.5244,590229.6
138.5244,138.76698,137.90408,138.00548,631997.2
138.00548,138.16032,137.53229,137.62788,438641.47
137.62788,138.27618,137.35103,137.99544,562496.25
137.99544,138.24269,136.9594,137.00845,450304.12
137.00845,137.91815,136.94052,137.76195,270277.1
137.76195,138.19821,137.6246,138.15298,560460.0
138.15298,138.77324,137.93153,138.69023,327353.38
138.69023,139.25188,138.44852,139.03584,522891.16
139.03584,139.08913,138.78642,138.99414,294443.84
138.99414,139.13309,138.2151,138.47418,375297.9
138.47418,138.6506,138.40993,138.44145,422892.0
138.44145,138.70123,137.72627,137.91737,736124.6
137.91737,138.49702,137.8577,138.24501,438753.97
138.24501,138.9798,137.98119,138.75287,366266.03
138.75287,139.76657,138.4869,139.63387,553079.6
139.63387,139.96956,139.52223,139.90114,489553.1
139.90114,140.71472,139.64717,140.50262,663405.06
140.50262,140.58171,140.16837,140.3687,384609.6
140.3687,140.54668,140.07623,140.13214,543683.94
140.13214,140.73384,139.94698,140.45001,1050932.5
140.45001,140.61868,139.99878,140.27568,457412.72
140.27568,140.65923,140.17091,140.46985,510010.06
140.46985,140.66516,139.9038,139.93149,289904.8
139.93149,140.1602,139.23714,139.50061,363804.16
139.50061,140.023,139.37265,139.88954,542731.7
139.88954,140.57158,139.75586,140.42091,432206.84
140.42091,140.49074,139.73398,139.93362,563670.1
139.93362,140.57684,139.74072,140.38054,592372.25
140.38054,140.48816,140.00314,140.1122,343445.97
140.1122,140.33316,140.05539,140.16656,705039.25
140.16656,141.27478,139.9196,141.04239,350004.62
141.04239,141.58998,140.88727,141.55629,398031.97
141.55629,142.22948,141.35532,142.05573,525357.5
142.05573,143.24896,141.81033,143.17653,770013.75
143.17653,143.27536,142.79404,142.82657,353996.7
142.82657,142.86287,142.0867,142.32744,493079.62
142.32744,142.39688,141.76282,141.97586,493243.66
141.97586,142.24481,141.62338,141.8824,568888.8
141.8824,142.15614,140.55786,140.64215,671280.1
140.64215,140.84253,140.47119,140.57567,411060.72
140.57567,140.74748,140.14966,140.33293,619805.4
140.33293,140.9962,140.08954,140.78705,674782.4
140.78705,141.24898,140.53023,141.01414,763895.44
141.01414,141.16173,140.62332,140.74666,522369.44
140.74666,141.15031,140.58672,141.11423,495784.28
141.11423,141.7501,141.04579,141.55016,404129.47
141.55016,141.8336,140.94617,141.15385,319299.72
141.15385,141.25143,140.65898,140.90926,466311.6
140.90926,141.0633,139.39235,139.63403,532595.25
139.63403,139.75877,138.91948,139.03963,495305.78
139.03963,139.17001,138.3769,138.65541,605389.75
138.65541,138.9643,138.59398,138.7432,334909.38
138.7432,138.89182,137.9678,138.15073,560771.4
138.15073,138.46141,137.66183,137.85799,1052420.6
137.85799,138.14613,136.82726,137.03319,846650.56
137.03319,137.23727,136.76454,137.19432,734560.5
137.19432,137.80547,136.97665,137.524,669941.6
137.524,138.09341,137.46844,137.83192,520577.38
137.83192,138.07352,137.74408,137.88397,350248.28
137.88397,138.06252,136.7377,136.92532,661237.5
136.92532,137.19371,136.3508,136.57864,268856.28
136.57864,136.72617,136.20111,136.37299,494768.06
136.37299,136.44641,136.04675,136.1732,538037.44
136.1732,136.37302,136.13022,136.2606,460498.22
136.2606,137.23335,136.02623,137.1344,995605.5
137.1344,137.85362,136.97652,137.64725,885435.0
137.64725,137.72237,136.9558,137.1235,694351.5
137.1235,137.77069,136.96915,137.56891,397912.97
137.56891,138.14531,137.46884,137.99146,930710.7
137.99146,138.24313,137.45949,137.56174,625182.3
137.56174,138.27084,137.51506,138.11084,396543.44
138.11084,138.3839,137.84651,138.0612,519159.22
138.0612,138.33107,137.16983,137.27142,697253.25
137.27142,137.6558,137.16484,137.57852,428622.8
137.57852,137.96297,137.28464,137.75058,545945.9
137.75058,137.83537,137.53337,137.66264,562391.1
137.66264,137.92326,137.50421,137.68513,360057.22
137.68513,137.88081,137.18066,137.31068,474959.75
137.31068,137.80626,137.20789,137.70215,371225.62
137.70215,137.8134,137.6722,137.72115,653174.2
137.72115,137.99435,137.4779,137.85806,376848.62
137.85806,138.32553,137.71312,138.09894,531622.44
138.09894,138.33113,137.27573,137.48747,330551.06
137.48747,137.52383,136.76353,137.03183,352562.4
137.03183,137.13405,135.83809,135.86601,342588.47
135.86601,136.35178,135.67186,136.21956,451066.06
136.21956,136.4078,135.47493,135.5367,566695.25
135.5367,135.72731,135.38554,135.65802,591759.4
135.65802,136.0505,135.39503,135.9277,321883.9
135.9277,136.6072,135.87805,136.33539,514659.2
136.33539,136.49184,135.37642,135.66801,421951.94
135.66801,135.89496,135.48894,135.67361,606058.7
135.67361,136.8127,135.5454,136.66063,466421.84
136.66063,137.80476,136.62798,137.65973,483110.34
137.65973,138.42827,137.48738,138.24648,388287.38
138.24648,138.56909,138.09593,138.47688,816011.7
138.47688,138.56592,137.89053,137.97078,328070.47
137.97078,138.67288,137.8243,138.4041,423680.66
138.4041,138.63998,138.33371,138.36353,486111.75
138.36353,138.90709,138.09908,138.70447,431953.97
138.70447,138.76288,138.31377,138.41785,365143.28
138.41785,138.45323,138.21767,138.36562,284214.2
138.36562,138.56952,138.14574,138.49913,390149.94
138.49913,138.92935,138.29999,138.6755,354240.12
138.6755,139.20772,138.43486,138.98398,777531.2
